URLSimilarityIndex,NoOfExternalRef,LineOfCode,NoOfSelfRef,NoOfImage,NoOfJS,HasSocialNet,NoOfCSS,HasCopyrightInfo,IsHTTPS,LargestLineLength,HasDescription,label
1,28,1264,109,10,6,1,2,1,1,26915,0,1
0,2,90,2,0,0,0,2,0,1,394,0,0
0,1,2,0,1,0,0,0,0,0,355,0,0
0,0,48,0,0,0,0,0,0,0,448,0,0
0,0,9,0,0,0,0,0,0,1,56,0,0
0,1,41,0,1,1,0,1,0,1,125,0,0
0,0,27,0,0,4,0,0,0,0,914,1,0
0,0,3,0,0,0,0,0,0,0,29,0,0
1,70,1780,73,262,30,1,8,1,1,1746,1,1
0,0,16,0,0,0,0,0,0,1,4191,0,0
0,0,2,0,0,0,0,0,0,0,36,0,0
1,112,3307,100,74,39,1,28,1,1,2401,1,1
1,11,526,1,19,6,1,1,1,1,668,1,1
1,7,377,80,36,13,1,7,1,1,7678,0,1
0,3,44,3,2,8,1,2,1,0,4532,0,0
0,0,58,0,0,1,0,0,0,1,98,0,0
0,0,20,0,0,0,0,0,0,0,212,0,0
1,39,1783,14,26,19,1,13,1,1,972,1,1
1,43,1053,1,9,12,1,5,0,1,1267,0,1
1,10,660,21,1,9,1,3,1,1,4314,1,1
0,1,2,0,0,0,0,0,0,0,426,0,0
0,0,136,0,3,0,0,2,0,0,498,0,0
1,0,9,0,0,0,0,0,0,0,50,0,0
1,4,1284,5,39,1,1,1,1,1,8154,0,1
0,0,8,0,0,0,0,0,0,0,50,0,0
1,4,443,58,29,13,1,3,1,1,669,1,1
1,44,827,1,8,2,0,1,1,1,4448,0,1
0,1,64,3,0,8,0,2,0,1,151,1,0
1,19,314,29,19,1,1,1,1,1,706,1,1
1,3,260,8,12,9,1,2,0,1,530,1,1
1,35,1224,136,46,8,0,15,1,1,1509,1,1
0,1,9,1,0,0,0,0,0,1,77,0,0
0,0,2,0,0,0,0,0,0,0,31,0,0
1,58,19559,696,122,9,1,12,1,1,168717,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
0,0,11,0,0,0,0,0,0,0,85,0,0
1,17,500,3,19,10,1,5,1,1,783,1,1
1,15,2702,139,136,20,0,3,1,1,3961,1,1
1,2,664,50,5,7,1,3,1,1,1019,0,1
0,2,16,0,0,0,0,0,0,1,110,0,0
1,69,6663,467,42,11,1,166,1,1,2108,1,1
1,151,2145,192,46,38,1,27,1,1,9381,0,1
0,0,10,0,0,0,0,0,0,1,101,0,0
1,138,6578,339,149,25,1,5,1,1,699,1,1
0,0,9,0,0,0,0,0,0,0,44,0,0
1,12,2623,45,444,20,1,2,1,1,20228,1,1
1,4,177,2,0,3,0,3,0,1,4385,1,1
0,0,2,0,0,0,0,0,0,0,36,0,0
1,3,311,25,18,5,0,5,0,1,410,1,1
1,56,495,54,13,9,0,4,1,1,9381,0,1
0,0,9,0,0,0,0,0,0,1,88,0,0
1,1,693,4,17,8,1,3,0,1,2834,1,1
1,6,601,37,10,23,1,5,1,1,843,1,1
1,4,252,16,20,23,1,11,1,1,218,1,1
0,0,9,0,0,0,0,0,0,0,42,0,0
0,0,2,0,0,0,0,0,0,1,36,0,0
0,0,105,4,0,1,0,1,0,1,582,1,0
1,168,1454,159,50,22,1,3,1,1,315,1,1
0,0,2,0,0,0,0,0,0,0,44,0,0
1,24,1341,47,23,20,1,28,1,1,5612,1,1
0,1,293,0,4,3,0,0,0,1,490,0,0
1,45,605,41,22,14,1,7,1,1,9381,0,1
0,0,2,0,0,0,0,0,0,0,35,0,0
1,121,1299,113,32,31,1,19,1,1,20185,0,1
0,1,49,0,0,2,0,0,0,0,765,0,0
0,2,14,0,0,0,0,0,0,1,100,0,0
0,0,2,0,0,0,0,0,0,0,41,0,0
1,83,1324,85,16,17,1,15,1,1,9381,1,1
0,1,11,0,0,0,0,0,0,0,73,0,0
0,3,141,0,4,0,0,0,0,1,161,0,0
1,18,803,66,30,6,1,1,1,1,736,0,1
1,17,2601,5,1,5,0,7,1,1,5322,0,1
1,189,2527,138,24,33,1,32,1,1,8047,1,1
1,61,2653,50,20,12,1,2,1,1,1125,1,1
1,8,1263,41,48,3,0,7,0,1,633,0,1
0,1,13,1,0,0,0,0,0,0,123,0,0
0,1,68,0,0,0,0,0,0,1,80,0,0
0,3,75,3,1,4,0,1,0,0,5105,0,0
0,0,9,0,0,0,0,0,0,0,44,0,0
0,0,8,0,0,0,0,0,0,0,41,0,0
1,1,2,1,1,1,0,0,0,1,36138,0,0
0,6,152,0,4,0,0,0,0,1,2838,0,0
1,124,1230,124,80,22,1,11,1,1,9381,0,1
1,227,1816,219,173,20,0,2,1,1,836,1,1
0,1,2,1,0,1,0,0,0,0,2826,0,0
0,1,229,0,0,2,0,0,0,1,82948,0,0
1,157,1306,2,261,7,0,12,0,1,604,0,1
1,95,8140,6,22,13,1,9,1,1,9458,0,1
0,0,16,0,0,0,0,0,0,0,200,0,0
1,8,760,1,16,10,1,5,1,1,3020,1,1
0,0,11,0,0,0,0,0,0,1,128,0,0
1,105,850,111,31,47,1,44,1,1,10114,0,1
0,0,14,0,0,2,0,0,0,1,209967,0,0
0,0,2,0,0,0,0,0,0,0,484,0,0
0,1,11,1,0,0,0,0,0,0,80,0,0
0,0,2,0,0,0,0,0,0,0,38,0,0
0,1,11,0,0,0,0,0,0,0,72,0,0
0,0,3,0,0,0,0,0,0,0,30,0,0
0,7,176,3,27,1,0,1,0,0,429,0,0
1,8,506,111,4,31,0,62,0,1,4622,0,1
0,2,366,0,0,7,0,1,0,1,10569,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
1,10,251,22,13,1,1,3,1,1,197,0,1
1,1,1049,0,203,7,0,3,0,1,452,0,1
0,2,198,0,0,0,0,0,0,1,869,0,0
1,6,241,5,13,4,1,3,1,1,365,1,1
1,56,454,47,10,42,1,19,1,1,9381,1,1
1,6,979,77,13,3,0,0,1,1,16312,1,1
0,1,2,0,0,0,0,0,0,1,72,0,0
1,21,3402,76,68,19,1,8,1,1,8608,1,1
1,1,218,0,19,5,0,11,0,1,320,1,1
0,0,36,0,0,1,0,0,0,1,114,0,0
0,1,2,1,0,1,0,0,0,0,2826,0,0
1,92,1473,413,46,10,0,2,1,1,29322,1,1
1,47,1943,258,120,5,1,3,1,1,2447,0,1
1,38,265,33,6,0,0,0,1,1,1043,1,1
1,77,5673,92,75,66,1,29,1,1,9381,1,1
1,5,861,15,5,15,0,1,0,1,254,0,1
0,1,212,1,1,0,0,0,1,0,4070,0,0
0,4,68,1,0,0,0,0,1,0,295,0,0
1,109,2739,84,61,35,1,7,1,1,41535,1,1
1,115,847,123,46,34,1,22,1,1,14988,1,1
0,0,2,0,0,0,0,0,0,0,29,0,0
0,1,95,2,0,0,0,2,0,1,394,0,0
0,1,2,1,0,1,0,0,0,0,834,0,0
0,1,11,1,0,0,0,0,0,1,134,0,0
0,0,2,0,0,0,0,0,0,1,356,0,0
1,13,651,0,29,14,0,8,1,1,311,0,1
1,24,287,21,8,2,0,1,0,1,3265,1,1
0,14,179,0,11,2,0,1,0,0,7351,0,0
1,80,766,100,125,8,1,2,0,1,1016,1,1
0,4,271,1,19,9,0,3,0,1,21338,0,0
0,0,2,0,0,0,0,0,0,0,31,0,0
0,0,24,2,0,0,0,1,0,0,76,0,0
1,262,868,256,40,14,0,10,1,1,827,0,1
0,1,9,1,0,0,0,0,0,0,92,0,0
0,1,9,1,0,0,0,0,0,0,80,0,0
1,16,197,16,28,9,1,1,1,1,3586,0,1
1,5,547,27,21,6,1,1,1,1,489,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,101,1290,0,99,9,1,6,1,1,203,1,1
1,13,863,33,77,15,1,2,1,1,7542,0,1
1,188,1201,110,46,29,1,2,1,1,16330,1,1
0,0,2,0,0,0,0,0,0,0,33,0,0
1,176,1463,169,36,21,1,51,0,1,11228,0,1
0,0,2,0,0,0,0,0,0,0,55,0,0
0,0,3,0,0,0,0,0,0,0,81,0,0
1,67,1516,61,13,27,1,15,1,1,9381,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,143,1853,129,42,48,1,36,1,1,12118,1,1
0,0,9,0,0,0,0,0,0,1,59,0,0
1,1,257,47,4,1,1,4,1,1,463,1,1
0,0,2,0,0,0,0,0,0,0,31,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,46,523,43,8,27,0,18,1,1,9381,0,1
0,0,2,0,0,0,0,0,0,0,34,0,0
0,0,9,0,0,0,0,0,0,1,96,0,0
0,1,16,0,0,0,0,0,0,0,286,0,0
0,0,2,0,0,0,0,0,0,1,78,0,0
0,2,423,0,18,10,0,1,1,0,8965,0,0
0,0,2,0,0,0,0,0,0,1,67,0,0
0,4,271,1,19,9,0,3,0,1,19627,0,0
1,156,1039,0,182,11,1,3,1,1,639,0,1
1,223,1007,224,117,55,1,4,0,1,12181,1,1
1,44,440,38,16,18,1,13,1,1,4490,1,1
1,276,1682,269,88,13,1,4,1,1,414,1,1
1,102,1176,112,10,2,1,4,1,1,2498,1,1
1,127,1550,95,41,56,1,35,1,1,2833,0,1
1,173,1073,170,38,5,1,3,1,1,3056,1,1
1,40,265,39,10,3,1,1,1,1,302,1,1
0,3,84,2,1,4,0,2,0,1,36376,0,0
1,76,4239,292,46,16,1,27,1,1,12962,1,1
1,76,2847,99,67,25,1,19,1,1,11758,1,1
1,65,1335,55,21,3,0,3,1,1,3917,0,1
1,18,710,142,77,23,1,8,1,1,1008,1,1
1,156,3415,122,50,58,1,32,0,1,20724,0,1
1,18,2311,6,55,14,1,63,1,1,2763,1,1
0,0,2,0,0,0,0,0,0,0,42,0,0
1,4,569,73,6,12,1,3,1,1,1444,0,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,20,0,0,0,0,0,0,0,247,0,0
0,0,2,0,0,0,0,0,0,0,33,0,0
1,169,1477,167,58,24,1,9,1,1,9381,1,1
0,0,88,1,0,0,0,1,0,1,3439,0,0
1,172,1552,176,62,38,1,26,1,1,9381,1,1
0,1,24,1,1,1,0,0,1,1,29053,0,0
0,0,9,0,0,0,0,0,0,1,75,0,0
1,599,2615,368,4,5,1,4,0,1,1596,1,1
1,31,849,187,37,6,1,1,1,1,241,1,1
1,220,2546,204,64,14,1,7,1,1,8047,1,1
1,40,1283,292,20,10,1,6,1,1,8609,1,1
1,20,2092,141,22,18,1,13,1,1,7443,1,1
1,89,1645,117,6,20,1,16,1,1,30203,1,1
0,0,30,2,1,0,0,2,0,1,115,0,0
1,272,754,5,53,2,0,2,0,1,446,1,1
1,62,1279,165,45,7,1,0,1,1,11618,0,1
1,15,3012,42,20,14,1,4,1,1,14577,1,1
1,20,4283,105,21,11,1,6,1,1,728,1,1
1,141,2214,129,40,14,1,9,1,1,9381,1,1
1,3,360,1,13,7,0,4,1,1,444,0,1
1,183,2386,207,313,58,1,13,0,1,17734,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,13,274,32,8,8,1,8,1,1,4295,0,1
1,4,2662,23,12,34,0,18,1,1,643,1,1
1,18,428,4,36,6,0,2,1,1,1156,1,1
1,22,979,125,50,19,0,13,0,1,2732,1,1
1,106,1025,130,17,23,1,13,1,1,10708,1,1
1,76,458,75,29,10,1,4,1,1,1962,1,1
1,58,1662,33,47,10,1,2,1,1,6349,1,1
1,15,1063,112,63,9,1,8,1,1,241,1,1
0,0,474,0,10,1,0,2,1,0,780,0,0
1,131,3061,115,18,44,0,26,1,1,40964,0,1
1,44,290,35,6,17,1,9,1,1,8047,0,1
1,95,842,87,16,37,1,41,1,1,19279,0,1
0,0,9,0,0,0,0,0,0,1,74,0,0
1,9,1474,39,16,13,1,2,1,1,14678,1,1
1,104,868,8,18,9,1,1,1,1,2884,0,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,124,781,121,13,12,0,13,1,1,8047,1,1
0,0,28,0,0,0,0,0,0,1,76,0,0
1,42,560,38,10,7,0,6,1,1,2790,1,1
1,14,810,8,38,4,1,1,0,1,676,1,1
1,249,1900,248,115,44,1,35,1,1,4296,1,1
1,20,3806,404,4,8,0,8,1,1,987,0,1
1,107,946,93,22,11,1,6,1,1,3207,1,1
0,0,9,0,0,0,0,0,0,0,50,0,0
1,398,4513,383,22,14,1,4,1,1,792,0,1
0,0,59,1,2,3,0,0,0,1,78,1,0
1,24,1020,31,19,21,1,56,1,1,25051,1,1
0,0,20,0,0,0,0,0,0,0,216,0,0
1,101,978,93,10,4,1,1,1,1,15762,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,9,350,32,0,11,0,3,0,1,284,0,1
0,0,2,0,0,0,0,0,0,0,33,0,0
1,498,3791,490,154,23,1,11,1,1,11680,0,1
0,1,13,1,0,0,0,0,0,0,123,0,0
1,235,9227,231,74,14,1,15,1,1,9320,0,1
1,43,1265,22,7,14,1,10,1,1,6308,0,1
1,29,335,9,24,8,1,3,1,1,214,1,1
0,1,177,0,1,2,0,1,0,1,1160,0,0
1,254,14879,232,109,48,1,1,1,1,16199,0,1
0,2,198,0,0,0,0,0,0,1,869,0,0
1,189,1031,151,19,10,1,11,1,1,701,1,1
1,23,1441,78,33,31,1,15,1,1,7869,1,1
1,11,760,49,20,10,1,1,1,1,3790,1,1
1,42,2250,285,13,6,1,4,1,1,36376,1,1
0,0,9,0,0,0,0,0,0,0,44,0,0
1,12,1288,20,106,14,1,10,1,1,376,1,1
0,4,271,1,19,9,0,3,0,1,19495,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,30,2,1,0,0,2,0,1,115,0,0
0,0,2,0,0,0,0,0,0,0,479,0,0
1,5,2213,58,0,15,0,31,1,1,962,1,1
1,1,265,0,11,4,0,2,1,1,244,0,1
1,23,267,0,2,7,0,2,1,1,1043,0,1
0,0,4,1,0,0,0,0,0,1,104,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,24,1209,214,36,23,0,6,1,1,1597,0,1
0,0,15,0,0,1,0,0,0,0,202,0,0
0,0,11,0,0,0,0,0,0,0,113,0,0
0,0,2,0,0,0,0,0,0,1,65,0,0
0,1,95,2,0,0,0,2,0,1,394,0,0
0,2,14,0,0,0,0,0,0,1,100,0,0
0,0,9,0,0,0,0,0,0,1,27508,0,0
1,5,1390,4,3,8,1,1,1,1,17309,0,1
1,150,3572,160,1,24,1,1,1,1,6155,1,1
1,26,2428,139,61,7,1,2,1,1,5350,0,1
0,3,25,0,0,1,0,1,1,1,123487,0,0
0,0,11,0,0,0,0,0,0,1,109,0,0
1,19,6347,121,62,69,1,35,1,1,4351,1,1
1,18,1361,19,21,25,0,8,1,1,1472,0,1
1,120,1429,112,48,24,1,12,1,1,3041,1,1
0,1,16,0,0,0,0,0,0,1,286,0,0
1,83,3082,142,20,5,1,4,1,1,36376,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
0,0,4,0,0,0,0,0,0,0,135,0,0
1,102,1102,74,40,33,1,14,1,1,9381,0,1
1,20,1090,5,38,28,1,6,0,1,472,1,1
0,0,20,0,0,0,0,0,0,0,209,0,0
1,38,602,19,14,13,1,1,0,1,280,1,1
1,10,243,20,4,3,1,3,0,1,1571,1,1
1,14,896,98,122,9,1,3,1,1,671,1,1
0,0,20,0,0,0,0,0,0,0,208,0,0
0,0,88,1,0,0,0,1,0,1,3439,0,0
1,41,421,14,37,5,1,3,1,1,212,0,1
0,0,15,0,0,0,0,0,0,0,155,0,0
1,13,1632,95,50,6,0,4,1,1,3927,1,1
1,79,777,1,22,21,1,13,1,1,1746,0,1
1,201,3600,230,67,20,1,1,1,1,10562,1,1
1,183,879,185,25,14,1,8,1,1,8047,1,1
1,30,1193,17,7,3,1,4,1,1,1877,1,1
1,18,508,5,11,8,1,4,1,1,1835,1,1
1,81,1505,101,42,14,1,3,1,1,901,0,1
1,38,341,56,21,16,1,3,1,1,3023,1,1
0,0,2,1,0,1,0,1,0,1,2281,0,0
0,1,449,0,1,2,0,0,0,1,21293,0,0
0,0,48,0,0,0,0,0,0,0,138,0,0
0,0,2,0,0,0,0,0,0,0,31,0,0
1,20,355,15,6,2,1,1,1,1,453,1,1
1,117,837,117,12,9,0,11,1,1,1820,1,1
0,1,95,2,0,0,0,2,0,0,394,0,0
0,0,198,0,0,6,0,1,1,1,285,0,0
0,0,22,0,0,1,0,0,0,1,83,0,0
0,1,13,0,0,0,0,0,0,1,117,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,2,0,0,0,0,0,0,0,39,0,0
0,1,157,0,4,1,0,0,0,0,183,0,0
0,0,2,0,0,0,0,0,0,0,58,0,0
0,0,10,0,0,0,0,0,0,0,68,0,0
1,146,4430,130,127,23,1,38,1,1,25855,1,1
1,160,1966,158,32,11,1,5,1,1,21780,1,1
0,0,9,0,0,0,0,0,0,0,44,0,0
1,205,3743,327,155,15,1,10,1,1,12115,1,1
1,55,473,42,34,17,1,9,0,1,9381,1,1
1,5,838,114,31,16,0,2,0,1,5931,0,1
1,0,736,35,10,10,0,12,0,1,1476,1,1
1,34,1008,49,21,40,1,21,1,1,7056,1,1
1,4,426,43,10,13,0,12,1,1,622,1,1
1,210,3134,198,63,41,1,43,1,1,22483,1,1
1,53,487,52,12,11,1,9,1,1,2356,1,1
1,15,462,58,17,5,1,3,1,1,331,1,1
1,24,1009,99,48,11,1,4,1,1,271,1,1
0,0,66,2,0,2,0,2,0,1,3757,1,0
0,0,2,1,0,1,0,1,0,1,2281,0,0
1,151,3323,208,157,13,1,2,1,1,65862,1,1
0,2,198,0,0,0,0,0,0,1,869,0,0
0,0,2,0,0,0,0,0,0,0,47,0,0
1,119,1306,72,37,58,1,26,1,1,8047,1,1
0,0,2,0,0,0,0,0,0,0,30,0,0
0,0,16,0,0,0,0,0,0,0,50,0,0
1,6,451,61,41,15,1,25,1,1,2720,0,1
1,7,2644,160,61,16,1,6,0,1,5308,1,1
0,1,2,1,0,1,0,1,0,1,598,0,0
1,26,980,105,25,12,1,18,0,1,6820,0,1
0,1,11,0,0,0,0,0,0,0,73,0,0
0,1,148,0,0,9,0,4,0,1,158,1,0
0,1,68,0,0,0,0,0,0,1,80,0,0
1,28,314,16,17,15,0,7,0,1,424,1,1
1,18,430,70,56,10,1,3,1,1,2879,0,1
1,45,1218,70,54,9,1,23,1,1,514,0,1
1,24,526,22,6,14,1,5,1,1,6937,1,1
1,61,4271,269,88,12,1,28,1,1,10219,1,1
0,1,2,1,0,1,0,0,0,0,2826,0,0
0,1,2,1,0,1,0,0,0,0,2826,0,0
1,26,6293,278,77,42,1,9,1,1,19146,1,1
1,378,2300,301,66,17,1,8,1,1,3094,1,1
1,104,558,94,58,13,0,5,0,1,1505,1,1
0,0,11,0,0,0,0,0,0,1,256,0,0
0,0,9,0,0,0,0,0,0,0,50,0,0
0,0,2,0,0,0,0,0,0,1,40,0,0
1,15,814,3,47,6,1,9,1,1,3163,0,1
1,9,1694,135,25,32,1,17,1,1,900,1,1
0,1,68,0,0,0,0,0,0,1,80,0,0
1,16,294,9,16,5,1,6,1,1,772,1,1
1,51,1211,39,21,16,1,7,1,1,26646,0,1
1,114,872,114,23,17,1,9,1,1,9381,1,1
0,0,25,0,0,0,0,0,0,0,136,0,0
1,26,808,44,9,14,1,4,1,1,15461,1,1
1,98,708,89,24,11,1,6,1,1,1782,0,1
0,3,92,4,0,0,0,2,0,1,394,0,0
0,1,9,0,0,0,0,0,0,0,71,0,0
1,42,727,65,42,12,1,6,0,1,319,1,1
0,1,161,0,4,2,0,2,0,1,88,0,0
1,25,705,23,46,11,1,9,1,1,589,1,1
0,0,2,0,0,0,0,0,0,0,50,0,0
0,0,9,0,0,0,0,0,0,1,122,0,0
1,37,627,28,6,30,1,14,0,1,1746,1,1
0,0,2,0,0,0,0,0,0,0,42,0,0
1,17,5800,177,47,15,1,11,1,1,716,1,1
0,0,4,0,0,0,0,0,0,0,135,0,0
0,0,4,0,0,0,0,0,0,1,796294,0,0
1,3,172,0,1,9,1,1,0,1,873,0,1
0,0,474,0,10,1,0,2,1,0,780,0,0
0,0,2,0,0,0,0,0,0,0,35,0,0
1,54,2863,62,30,13,1,19,1,1,21984,1,1
1,384,1942,367,21,39,1,28,1,1,8047,1,1
1,13,469,38,43,3,0,1,1,1,557,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,92,3694,86,35,64,1,45,1,1,9868,0,1
0,4,241,0,0,1,0,6,0,1,103353,0,0
0,0,3,0,0,0,0,0,0,0,162,0,0
0,0,20,0,0,0,0,0,0,0,228,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,3,50,1,3,4,0,2,1,1,4795,1,0
1,3,422,69,13,72,1,2,1,1,279,0,1
1,12,1622,64,43,13,1,6,1,1,2691,1,1
1,36,999,12,7,13,0,3,0,1,1656,1,1
1,13,558,27,20,5,1,3,0,1,1145,1,1
1,8,401,101,22,5,1,3,0,1,468,0,1
0,0,2,0,0,0,0,0,0,1,572,0,0
0,1,121,0,3,2,0,0,0,1,149,0,0
1,15,1405,101,22,15,1,19,1,1,2352,1,1
0,1,13,0,0,0,0,0,0,1,80,0,0
1,57,777,7,23,21,0,13,1,1,386,0,1
0,0,2,0,0,0,0,0,0,0,197,0,0
1,194,976,191,19,8,0,5,1,1,9381,1,1
0,0,9,0,0,0,0,0,0,0,50,0,0
1,96,1107,85,68,12,1,7,1,1,329,1,1
1,88,3810,80,27,30,1,18,1,1,6089,1,1
1,81,2181,65,21,35,1,26,1,1,9381,1,1
0,0,255,0,0,3,0,0,0,0,151,0,0
1,110,2519,82,16,26,1,18,1,1,9381,1,1
1,116,1998,100,23,21,1,12,0,1,10975,0,1
1,2,825,48,46,2,0,1,1,1,7548,1,1
1,48,313,9,23,0,1,1,1,1,2921,1,1
1,69,4324,312,97,10,1,9,1,1,44537,0,1
1,30,593,26,33,2,0,1,1,1,920,1,1
0,0,2,0,0,0,0,0,0,1,62,0,0
1,135,3187,200,153,13,1,2,1,1,65862,1,1
0,0,223,0,1,2,0,4,0,1,223,0,0
1,121,1145,110,64,8,1,6,1,1,1379,1,1
0,3,141,0,4,0,0,0,0,1,161,0,0
0,2,198,0,0,0,0,0,0,1,869,0,0
0,11,385,0,5,0,1,0,0,1,586,0,0
1,81,582,77,16,16,1,15,1,1,9381,1,1
1,66,1448,203,62,8,1,2,0,1,1997,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,15,0,1,0,0,0,0,1,109,0,0
1,8,755,29,5,18,1,2,0,1,666,1,1
1,1,616,139,5,6,0,5,1,1,2014,1,1
1,40,2661,28,21,8,1,5,1,1,23654,1,1
1,27,397,11,9,7,1,2,1,1,6159,1,1
0,0,39,0,0,1,0,0,0,0,91,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
1,21,1422,230,60,12,0,7,1,1,1101,1,1
0,0,2,0,0,0,0,0,0,0,32,0,0
1,279,2369,232,59,20,1,5,1,1,556,1,1
1,4,349,39,6,30,0,22,1,1,2111,0,1
0,0,8,0,0,0,0,0,0,0,41,0,0
0,0,3,0,0,0,0,0,0,0,162,0,0
1,94,893,87,20,43,0,33,1,1,9511,0,1
1,221,4290,739,245,23,0,16,1,1,427,1,1
1,4,638,55,32,30,0,12,1,1,1940,1,1
1,240,827,235,46,14,1,13,1,1,9381,1,1
1,7,994,0,39,26,1,8,1,1,542,1,1
1,94,593,103,31,15,1,35,1,1,10146,1,1
1,76,567,69,26,22,1,16,1,1,4970,0,1
1,74,1452,86,59,14,1,31,1,1,4762,0,1
1,3,1494,13,133,3,0,2,1,1,154,1,1
1,328,1463,264,22,23,1,11,1,1,1607,1,1
0,0,2,0,0,0,0,0,0,0,51,0,0
1,37,813,24,26,21,1,17,1,1,1421,1,1
1,8,1043,49,81,20,1,6,1,1,897,1,1
1,4,631,75,19,1,0,2,1,1,908,1,1
0,0,2,0,0,0,0,0,0,0,72,0,0
1,16,997,62,12,22,1,2,1,1,2676,1,1
0,1,9,1,0,0,0,0,0,0,103,0,0
1,138,1435,114,31,30,0,27,1,1,8067,0,1
1,147,1034,10,28,7,1,4,1,1,589,1,1
0,0,6,0,0,0,0,0,0,1,57,0,0
1,24,1299,6,15,10,1,0,1,1,619,1,1
0,0,2,0,0,0,0,0,0,0,41,0,0
0,0,16,0,0,0,0,0,0,0,50,0,0
1,43,2285,234,49,18,1,6,1,1,3269,1,1
0,0,8,0,0,0,0,0,0,1,100,0,0
0,0,8,0,0,0,0,0,0,0,49,0,0
0,0,10,0,0,1,0,1,0,0,527,0,0
0,1,13,0,0,0,0,0,0,1,73,0,0
0,1,64,3,0,8,0,2,0,1,151,1,0
1,63,659,55,11,15,0,10,0,1,6636,1,1
1,21,183,0,13,3,1,1,0,1,338,1,1
0,0,2,0,0,0,0,0,0,0,37,0,0
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,0,2,0,0,0,0,0,0,0,28,0,0
1,111,2044,114,21,34,1,38,1,1,9458,0,1
1,309,3023,303,19,67,1,24,1,1,1449,1,1
1,29,1270,26,12,12,0,8,1,1,9381,1,1
0,3,108,0,0,0,0,0,0,1,8125,0,0
0,2,90,2,0,0,0,2,0,1,394,0,0
1,16,9026,967,4,49,1,80,1,1,2022,0,1
0,0,2,0,0,0,0,0,0,0,31,0,0
0,1,2,1,1,1,0,1,0,1,8002,0,0
0,5,317,0,3,2,0,3,0,1,4935,0,0
1,64,1203,50,28,11,1,7,0,1,2953,0,1
1,26,6166,878,15,59,1,30,1,1,3784,1,1
1,228,888,228,37,9,0,6,0,1,8047,0,1
1,7,1104,144,36,13,1,2,1,1,947,1,1
0,0,15,0,0,1,0,0,0,1,202,0,0
0,6,200,34,0,1,0,1,1,1,446,1,0
1,103,1600,91,29,16,1,9,1,1,3034,1,1
1,190,1625,170,28,19,1,5,1,1,15671,1,1
1,57,380,0,5,8,0,5,1,1,1911,0,1
1,111,1801,99,22,69,1,28,1,1,9934,1,1
1,11,454,6,34,11,1,7,1,1,953,0,1
1,28,920,27,10,12,1,2,1,1,15563,1,1
1,18,447,16,7,1,0,1,1,1,2033,1,1
1,9,638,27,7,23,1,2,0,1,8129,1,1
1,127,2713,359,71,16,1,7,1,1,9972,0,1
0,0,15,0,0,0,0,0,0,1,155,0,0
1,18,1030,52,8,26,1,20,1,1,942,1,1
1,32,224,30,5,2,1,1,1,1,356,1,1
1,198,1416,157,0,10,1,2,1,1,333,1,1
1,2,195,31,9,3,0,2,1,1,269,1,1
1,18,2179,121,33,19,1,2,0,1,2676,1,1
0,3,271,2,19,9,0,3,0,1,20280,0,0
1,9,2524,270,78,3,1,1,1,1,833,1,1
1,75,500,73,13,5,0,16,1,1,1746,0,1
1,17,11562,284,177,8,1,3,1,1,1553,1,1
1,117,1544,90,60,27,1,16,1,1,9381,1,1
0,3,271,2,19,10,0,3,0,1,20257,0,0
0,0,11,0,0,0,0,0,0,0,113,0,0
1,180,3513,176,45,31,1,20,1,1,8124,1,1
0,5,278,0,0,10,0,6,1,1,120990,0,0
0,0,9,0,0,0,0,0,0,0,50,0,0
0,2,48,3,0,0,0,1,0,1,388,1,0
1,99,854,103,32,14,1,6,1,1,9381,0,1
1,412,4078,411,126,22,1,13,1,1,9381,1,1
1,102,3052,104,73,115,1,18,1,1,19256,0,1
1,77,493,62,26,6,1,2,1,1,804,0,1
1,6,414,5,23,7,1,5,1,1,217,1,1
0,0,15,0,0,0,0,0,0,0,155,0,0
1,20,313,23,3,6,0,2,1,1,2565,1,1
1,157,1478,143,29,16,1,10,1,1,9381,1,1
1,20,549,52,43,8,1,3,1,1,199,1,1
1,9,1070,47,15,88,1,3,1,1,3790,0,1
1,15,301,15,7,4,1,2,1,1,212,1,1
1,88,2276,97,107,29,1,17,0,1,9381,1,1
